ORF	gene_name	TR_galactose
YLR175W	CBF5	0.133845
YLR176C	RFX1	0.008106
YLR177W		0.023921
YLR178C	TFS1	0.054649
YLR179C		0.195065
YLR180W	SAM1	0.120868
YLR181C	VTA1	0.076019
YLR182W	SWI6	0.036596
YLR183C	TOS4	0.004314
YLR184W		0.022125
YLR185W	RPL37A	0.209455
YLR186W	EMG1	0.054662
YLR187W	SKG3	0.075748
YLR188W	MDL1	0.031504
YLR189C	ATG26	
YLR190W	MMR1	0.105172
YLR191W	PEX13	0.014472
YLR192C	HCR1	0.107723
YLR193C	UPS1	0.025009
YLR194C		0.154181
YLR195C	NMT1	0.070648
YLR196W	PWP1	0.110490
YLR197W	SIK1	0.079332
YLR198C		
YLR199C		0.033064
YLR200W	YKE2	0.085762
YLR201C	COQ9	0.043473
YLR202C		
YLR203C	MSS51	0.027838
YLR204W	QRI5	0.111590
YLR205C	HMX1	0.103357
YLR206W	ENT2	0.078372
YLR207W	HRD3	0.024646
YLR208W	SEC13	0.106618
YLR209C	PNP1	0.023726
YLR210W	CLB4	0.024209
YLR211C		0.050254
YLR212C	TUB4	0.010724
YLR213C	CRR1	0.028043
YLR214W	FRE1	0.157673
YLR215C	CDC123	0.046887
YLR216C	CPR6	0.043607
YLR217W		
YLR218C		0.032713
YLR219W	MSC3	0.088641
YLR220W	CCC1	0.075815
YLR221C	RSA3	0.081061
YLR222C	UTP13	0.071316
YLR222C-A		
YLR223C	IFH1	0.252809
YLR224W		0.045841
YLR225C		0.310105
YLR226W	BUR2	
YLR227C	ADY4	0.061795
YLR228C	ECM22	0.008732
YLR229C	CDC42	0.049749
YLR230W		0.027319
YLR231C	BNA5	0.032761
YLR232W		
YLR233C	EST1	0.053662
YLR234W	TOP3	0.032059
YLR235C		0.022643
YLR236C		
YLR237W	THI7	0.025241
YLR238W	FAR10	0.032123
YLR239C	LIP2	0.026641
YLR240W	VPS34	0.019415
YLR241W		0.015706
YLR242C	ARV1	0.026711
YLR243W		0.051571
YLR244C	MAP1	0.093489
YLR245C	CDD1	0.047514
YLR246W	ERF2	0.031593
YLR247C		
YLR248W	RCK2	0.147609
YLR249W	YEF3	2.061911
YLR250W	SSP120	0.040697
YLR251W	SYM1	0.046071
YLR252W		
YLR253W		0.068683
YLR254C	NDL1	0.042576
YLR255C		
YLR256W	HAP1	
YLR257W		0.326949
YLR258W	GSY2	0.032180
YLR259C	HSP60	0.180673
YLR260W	LCB5	0.080924
YLR261C	VPS63	0.082765
YLR262C	YPT6	0.058796
YLR262C-A	TMA7	
YLR263W	RED1	0.021072
YLR264C-A		
YLR264W	RPS28B	
YLR265C	NEJ1	
YLR266C	PDR8	0.061557
YLR267W		0.019761
YLR268W	SEC22	0.015406
YLR269C		0.025856
YLR270W	DCS1	0.026119
YLR271W		0.039368
YLR272C	YCS4	
YLR273C	PIG1	0.033159
YLR274W	CDC46	0.066358
YLR275W	SMD2	0.061149
YLR276C	DBP9	0.213342
YLR277C	YSH1	0.072130
YLR278C		0.107235
YLR279W		0.015029
YLR280C		0.059195
YLR281C		0.053191
YLR282C		0.075232
YLR283W		0.017864
YLR284C	ECI1	0.035091
YLR285C-A		
YLR285W	NNT1	0.054343
YLR286C	CTS1	0.471065
YLR286W-A		
YLR287C		0.065729
YLR287C-A	RPS30A	
YLR288C	MEC3	0.022846
YLR289W	GUF1	0.034889
YLR290C		
YLR291C	GCD7	0.039212
YLR292C	SEC72	0.068741
YLR293C	GSP1	0.039319
YLR294C		0.060222
YLR295C	ATP14	0.095449
YLR296W		
YLR297W		0.318834
YLR298C	YHC1	0.159167
YLR299C-A		
YLR299W	ECM38	0.084451
YLR300W	EXG1	0.923297
YLR301W		0.043525
YLR302C		
YLR303W	MET17	0.033887
YLR304C	ACO1	0.115505
YLR305C	STT4	0.090476
YLR306W	UBC12	0.042118
YLR307C-A		
YLR307W	CDA1	
YLR308W	CDA2	
YLR309C	IMH1	0.061415
YLR310C	CDC25	
YLR311C		0.014084
YLR312C		
YLR312W-A	MRPL15	
YLR313C	SPH1	0.015047
YLR314C	CDC3	0.050092
YLR315W	NKP2	0.037626
YLR316C	TAD3	0.109484
YLR317W		0.109724
YLR318W	EST2	
YLR319C	BUD6	0.033254
YLR320W	MMS22	
YLR321C	SFH1	0.042570
YLR322W	VPS65	0.025751
YLR323C	CWC24	0.036438
YLR324W	PEX30	0.015856
YLR325C	RPL38	
YLR326W		0.140665
YLR327C	TMA10	0.192198
YLR328W	NMA1	0.088373
YLR329W	REC102	0.031988
YLR330W	CHS5	0.102613
YLR331C		0.131544
YLR332W	MID2	0.344269
YLR333C	RPS25B	0.054326
YLR334C		0.024104
YLR335W	NUP2	0.033134
YLR336C	SGD1	0.126892
YLR337C	VRP1	
YLR338W	OPI9	0.065919
YLR339C		0.438397
YLR340W	RPP0	0.347010
YLR341W	SPO77	0.017339
YLR342W	FKS1	0.143613
YLR342W-A		
YLR343W	GAS2	0.236871
YLR344W	RPL26A	0.176166
YLR345W		0.045469
YLR346C		
YLR347C	KAP95	0.046556
YLR347W-A		
YLR348C	dic-01	0.127198
YLR349W		0.260178
YLR350W	ORM2	0.179636
YLR351C	NIT3	0.112968
YLR352W		
YLR353W	BUD8	0.049384
YLR354C	TAL1	0.122833
YLR355C	ILV5	0.930051
YLR356W		0.005523
YLR357W	RSC2	0.063642
YLR358C		0.069273
YLR359W	ADE13	0.047964
YLR360W	VPS38	0.033810
YLR361C	DCR2	0.036645
YLR361C-A		
YLR362W	STE11	0.037871
YLR363C	NMD4	0.036263
YLR363W-A		0.050594
YLR364C-A		
YLR364W		0.037271
YLR365W		0.027199
YLR366W		0.035709
YLR367W	RPS22B	0.257085
YLR368W	MDM30	0.035378
YLR369W	SSQ1	0.044969
YLR370C	ARC18	0.035217
YLR371W	ROM2	0.090822
YLR372W	SUR4	0.051617
YLR373C	VID22	0.023183
YLR374C		0.041835
YLR375W	STP3	0.045557
YLR376C	PSY3	0.100236
YLR377C	FBP1	0.085332
YLR378C	SEC61	0.081523
YLR379W		0.058683
YLR380W	CSR1	0.028050
YLR381W	CTF3	0.013708
YLR382C	NAM2	0.018566
YLR383W	SMC6	
YLR384C	IKI3	0.091440
YLR385C	SWC7	0.023947
YLR386W	VAC14	0.044789
YLR387C	REH1	0.074715
YLR388W	RPS29A	0.089681
YLR389C	STE23	0.076692
YLR390W	ECM19	0.086373
YLR390W-A	CCW14	
YLR392C		0.044733
YLR393W	ATP10	0.035425
YLR394W	CST9	0.044423
YLR395C	COX8	0.076210
YLR396C	VPS33	0.071815
YLR397C	AFG2	0.075547
YLR398C	SKI2	0.100281
YLR399C	BDF1	0.112366
YLR399W-A		
YLR400W		0.165766
YLR401C	DUS3	0.089405
YLR402W		
YLR403W	SFP1	
YLR404W		0.035907
YLR405W	DUS4	0.086230
YLR406C	RPL31B	0.063810
YLR406C-A		
YLR407W		0.101378
YLR408C		0.032471
YLR409C	UTP21	0.029300
YLR410W	VIP1	0.097727
YLR411W	CTR3	0.112929
YLR412C-A		
YLR412W		0.041014
YLR413W		0.254098
YLR414C		0.575905
YLR415C		0.040712
YLR416C		0.026153
YLR417W	VPS36	
YLR418C	CDC73	0.066628
YLR419W		0.069524
YLR420W	URA4	0.057653
YLR421C	RPN13	0.158835
YLR422W		0.047122
YLR423C	ATG17	0.045129
YLR424W	SPP382	0.038479
YLR425W	TUS1	
YLR426W		
YLR427W	MAG2	0.048438
YLR428C		0.026074
YLR429W	CRN1	0.061131
YLR430W	SEN1	0.056361
YLR431C	ATG23	0.006759
YLR432W	IMD3	0.031051
YLR433C	CNA1	0.055636
YLR434C		0.012142
YLR435W	TSR2	0.076434
YLR436C	ECM30	
YLR437C		0.081076
YLR437C-A		
YLR438C-A	LSM3	0.052288
YLR438W	CAR2	
YLR439W	MRPL4	0.067236
YLR440C	SEC39	0.110362
YLR441C	RPS1A	0.087470
YLR442C	SIR3	
YLR443W	ECM7	0.056521
YLR444C		0.027188
YLR445W		
YLR446W		0.045884
YLR447C	VMA6	0.078471
YLR448W	RPL6B	0.134371
YLR449W	FPR4	0.134555
YLR450W	HMG2	0.030938
YLR451W	LEU3	0.065067
YLR452C	SST2	0.076486
YLR453C	RIF2	0.065473
YLR454W		
YLR455W		0.029455
YLR456W		0.021318
YLR457C	NBP1	0.057930
YLR458W		0.016394
YLR459W	GAB1	
YLR460C		0.011325
YLR461W	PAU4	
YLR462W		
YLR463C		
YLR464W		
YLR465C	BSC3	
YLR466C-A		
YLR466C-B		
YLR466W	YRF1-4	
YLR467C-A		
YLR467W	YRF1-5	
YML001W	YPT7	
YML002W		0.031103
YML003W		
YML004C	GLO1	0.035620
YML005W	TRM12	0.028758
YML006C	GIS4	0.094344
YML007C-A		
YML007W	YAP1	0.113348
YML008C	ERG6	0.332179
YML009C	MRPL39	
YML009C-A		
YML009W-B		
YML010W	SPT5	0.130529
YML011C		0.063676
YML012C-A		
YML012W	ERV25	0.123388
YML013W	SEL1	0.035148
YML014W	TRM9	0.056275
YML015C	TAF11	0.067210
YML016C	PPZ1	0.121584
YML017W	PSP2	0.045009
YML018C		0.049152
YML019W	OST6	0.012985
YML020W		
YML021C	UNG1	
YML022W	APT1	0.045923
YML023C	NSE5	0.035640
YML024W	RPS17A	0.205315
YML025C	YML6	0.034472
YML026C	RPS18B	0.162074
YML027W	YOX1	0.075836
YML028W	TSA1	0.221078
YML029W	USA1	0.026842
YML030W		0.062730
YML031C-A		
YML031W	NDC1	0.053067
YML032C	RAD52	0.044325
YML034C-A		
YML034W	SRC1	0.061659
YML035C	AMD1	0.054664
YML036W	CGI121	0.074824
YML037C		0.040673
YML038C	YMD8	0.059855
YML041C	VPS71	0.030868
YML042W	CAT2	0.026208
YML043C	RRN11	0.092003
YML046W	PRP39	0.021818
YML047C	PRM6	
YML047W-A		
YML048W	GSF2	0.082171
YML049C	RSE1	0.088886
YML050W		0.020007
YML051W	GAL80	0.017668
YML052W	SUR7	0.078726
YML053C		0.053562
YML054C	CYB2	0.027326
YML054C-A		
YML055W	SPC2	0.029991
YML056C	IMD4	
YML057C-A		
YML057W	CMP2	
YML058W	SML1	
YML058W-A	HUG1	
YML059C	NTE1	0.034343
YML060W	OGG1	0.009878
YML061C	PIF1	0.057364
YML062C	MFT1	0.171980
YML063W	RPS1B	0.131871
YML064C	TEM1	0.040343
YML065W	ORC1	0.022423
YML066C	SMA2	0.004157
YML067C	ERV41	0.042360
YML068W	ITT1	0.039394
YML069W	POB3	0.046584
YML070W	DAK1	0.039164
YML071C	COG8	
YML072C	TCB3	0.161648
YML073C	RPL6A	0.180364
YML074C	FPR3	0.087541
YML075C	HMG1	0.044586
YML076C	WAR1	0.030446
YML077W	BET5	0.035773
YML078W	CPR3	0.065159
YML079W		0.037807
YML080W	DUS1	0.042770
YML081C-A	ATP18	
YML081W		0.125285
YML082W		0.095053
YML083C		0.008078
YML084W		0.023544
YML085C	TUB1	
YML086C	ALO1	
YML087C		0.079685
YML088W	UFO1	0.059140
YML089C		
YML090W		0.030592
YML091C	RPM2	0.122991
YML092C	PRE8	0.043340
YML093W	UTP14	0.331263
YML094C-A		
YML094W	GIM5	
YML095C	RAD10	
YML096W		0.045775
YML097C	VPS9	0.066387
YML098W	TAF13	0.013176
YML099C	ARG81	0.022028
YML099W-A		
YML100W	TSL1	
YML100W-A		
YML101C	CUE4	0.042165
YML101C-A		
YML102W	CAC2	0.019074
YML103C	NUP188	0.077052
YML104C	MDM1	0.025308
YML105C	SEC65	0.033766
YML106W	URA5	0.133761
YML107C	PML39	0.067762
YML108W		0.050257
YML109W	ZDS2	0.040382
YML110C	COQ5	0.033893
YML111W	BUL2	
YML112W	CTK3	0.032498
YML113W	DAT1	0.036715
YML114C	TAF8	0.046483
YML115C	VAN1	0.051334
YML116W	ATR1	0.059586
YML116W-A		
YML117W	NAB6	0.082555
YML118W	NGL3	0.022254
YML119W		0.053021
YML120C	NDI1	0.099503
YML121W	GTR1	0.025967
YML122C		
YML123C	PHO84	
YML124C	TUB3	0.077235
YML125C	PGA3	0.086487
YML126C	ERG13	0.176674
YML127W	RSC9	0.014877
YML128C	MSC1	0.034535
YML129C	COX14	0.034876
YML130C	ERO1	0.044409
YML131W		0.058868
YML132W	COS3	
YML133C		
YML133W-A		
YML133W-B		
YMR001C	CDC5	0.072588
YMR001C-A		
YMR002W		0.216358
YMR003W		0.017793
YMR004W	MVP1	0.035482
YMR005W	TAF4	0.041977
YMR006C	PLB2	
YMR007W		0.231745
YMR008C	PLB1	
YMR009W	ADI1	0.081275
YMR010W		0.158723
YMR011W	HXT2	0.008757
YMR012W	CLU1	0.133691
YMR013C	SEC59	0.009996
YMR013C-A		
YMR013W-A		
YMR014W	BUD22	0.203176
YMR015C	ERG5	0.028156
YMR016C	SOK2	0.108294
YMR017W	SPO20	0.014282
YMR018W		0.012400
YMR019W	STB4	
YMR020W	FMS1	0.055914
YMR021C	MAC1	0.026961
YMR022W	QRI8	
YMR023C	MSS1	0.021287
YMR024W	MRPL3	0.051702
YMR025W	CSI1	0.023202
YMR026C	PEX12	0.038568
YMR027W		0.058189
YMR028W	TAP42	0.059289
YMR029C	FAR8	0.039142
YMR030W	RSF1	0.016379
YMR030W-A		
YMR031C		
YMR031W-A		
YMR032W	HOF1	0.062110
YMR033W	ARP9	0.052020
YMR034C		0.017874
YMR035W	IMP2	0.016541
YMR036C	MIH1	0.029588
YMR037C	MSN2	0.087886
YMR038C	CCS1	0.081361
YMR039C	SUB1	0.145077
YMR040W	YET2	0.035111
YMR041C		0.036751
YMR042W	ARG80	0.083535
YMR043W	MCM1	0.246426
YMR044W	IOC4	0.064367
YMR046W-A		
YMR047C	NUP116	0.094280
YMR048W	CSM3	0.025171
YMR049C	ERB1	0.107247
YMR052C-A		
YMR052W	FAR3	0.028212
YMR053C	STB2	0.014071
YMR054W	STV1	0.035412
YMR055C	BUB2	0.036853
YMR056C	AAC1	0.036114
YMR057C		0.039617
YMR058W	FET3	0.137748
YMR059W	SEN15	0.072853
YMR060C	SAM37	0.080219
YMR061W	RNA14	0.046362
YMR062C	ECM40	0.027804
YMR063W	RIM9	0.034510
YMR064W	AEP1	0.036927
YMR065W	KAR5	0.083725
YMR066W	SOV1	0.036057
YMR067C	UBX4	0.030448
YMR068W	AVO2	0.012366
YMR069W	NAT4	0.033924
YMR070W	MOT3	0.265346
YMR071C	TVP18	0.106128
YMR072W	ABF2	0.044817
YMR073C		0.021704
YMR074C		0.057192
YMR075C-A		0.067149
YMR075W	RCO1	0.060680
YMR076C	PDS5	0.049080
YMR077C	VPS20	
YMR078C	CTF18	0.052055
YMR079W	SEC14	0.098783
YMR080C	NAM7	0.051850
YMR081C	ISF1	0.241809
YMR082C		0.042591
YMR083W	ADH3	0.270264
YMR084W		0.021210
YMR085W		0.007743
YMR086C-A		0.135154
YMR086W		
YMR087W		0.058855
YMR088C	VBA1	0.018219
YMR089C	YTA12	0.033722
YMR090W		0.100360
YMR091C	NPL6	0.156100
YMR092C	AIP1	0.065140
YMR093W	UTP15	0.060829
YMR094W	CTF13	0.037157
YMR095C	SNO1	0.031223
YMR096W	SNZ1	0.069151
YMR097C	MTG1	0.043281
YMR098C		0.009299
YMR099C		
YMR100W	MUB1	0.150388
YMR101C	SRT1	
YMR102C		0.231494
YMR103C		0.078654
YMR104C	YPK2	0.077927
YMR105C	PGM2	
YMR105W-A		
YMR106C	YKU80	0.031151
YMR107W	SPG4	0.036214
YMR108W	ILV2	0.096377
YMR109W	MYO5	0.103420
YMR110C	HFD1	0.050935
YMR111C		0.040834
YMR112C	MED11	0.037905
YMR113W	FOL3	0.038694
YMR114C		0.020020
YMR115W		0.058839
YMR116C	ASC1	0.331958
YMR117C	SPC24	
YMR118C		0.008910
YMR119W	ASI1	0.054442
YMR119W-A		0.017341
YMR120C	ADE17	0.029435
YMR121C	RPL15B	0.174189
YMR122C		0.023885
YMR122W-A		
YMR123W	PKR1	0.041447
YMR124W		0.054225
YMR125W	STO1	
YMR126C		0.035734
YMR127C	SAS2	0.042568
YMR128W	ECM16	0.074587
YMR129W	POM152	
YMR130W		0.039661
YMR131C	RRB1	0.157753
YMR132C	JLP2	0.049088
YMR133W	REC114	0.011032
YMR134W		0.112727
YMR135C	GID8	
YMR135W-A		0.011322
YMR136W	GAT2	0.019530
YMR137C	PSO2	0.063341
YMR138W	CIN4	0.024736
YMR139W	RIM11	0.042404
YMR140W	SIP5	0.063273
YMR141C		0.042032
YMR141W-A		
YMR142C	RPL13B	0.323255
YMR143W	RPS16A	
YMR144W		0.032604
YMR145C	NDE1	0.560089
YMR146C	TIF34	0.172559
YMR147W		0.029175
YMR148W		0.029742
YMR149W	SWP1	0.054161
YMR150C	IMP1	0.068540
YMR151W	YIM2	0.024227
YMR152W	YIM1	0.033413
YMR153C-A		
YMR153W	NUP53	0.038629
YMR154C	RIM13	0.043219
YMR155W		0.018331
YMR156C	TPP1	0.038932
YMR157C		0.043275
YMR158C-A		
YMR158W	MRPS8	0.024508
YMR158W-B		
YMR159C	ATG16	
YMR160W		
YMR161W	HLJ1	0.044941
YMR162C	DNF3	0.084316
YMR163C		
YMR164C	MSS11	
YMR165C	PAH1	
YMR166C		0.032991
YMR167W	MLH1	0.054020
YMR168C	CEP3	
YMR169C	ALD3	0.025102
YMR170C	ALD2	
YMR171C		
YMR172C-A		
YMR172W	HOT1	0.066862
YMR173W	DDR48	
YMR173W-A		
YMR174C	PAI3	0.068332
YMR175W	SIP18	0.076208
YMR175W-A		
YMR176W	ECM5	
YMR177W	MMT1	0.024146
YMR178W		0.055492
YMR179W	SPT21	0.048887
YMR180C	CTL1	0.125655
YMR181C		0.145163
YMR182C	RGM1	0.137542
YMR182W-A		
YMR183C	SSO2	0.080372
YMR184W	ADD37	0.024280
YMR185W		0.043307
YMR186W	HSC82	0.160097
YMR187C		0.011339
YMR188C	MRPS17	0.089232
YMR189W	GCV2	
YMR190C	SGS1	
YMR191W	SPG5	
YMR192W	GYL1	0.049446
YMR193C-A		
YMR193W	MRPL24	0.074477
YMR194C-A		
YMR194C-B		
YMR194W	RPL36A	0.248686
YMR195W	ICY1	0.146695
YMR196W		
YMR197C	VTI1	0.024618
YMR198W	CIK1	0.005121
YMR199W	CLN1	0.173547
YMR200W	ROT1	0.061719
YMR201C	RAD14	0.065584
YMR202W	ERG2	
YMR203W	TOM40	0.039906
YMR204C	INP1	0.062006
YMR205C	PFK2	0.180176
YMR206W		0.084785
YMR207C	HFA1	0.070545
YMR208W	ERG12	0.015077
YMR209C		0.034746
YMR210W		0.036326
YMR211W	DML1	0.067768
YMR212C	EFR3	0.056711
YMR213W	CEF1	0.058731
YMR214W	SCJ1	0.054194
YMR215W	GAS3	0.015476
YMR216C	SKY1	0.116961
YMR217W	GUA1	0.146664
YMR218C	TRS130	0.039267
YMR219W	ESC1	
YMR220W	ERG8	0.058901
YMR221C		0.008268
YMR222C	FSH2	0.035884
YMR223W	UBP8	0.026575
YMR224C	MRE11	0.042905
YMR225C	MRPL44	0.042269
YMR226C		0.053484
YMR227C	TAF7	0.139150
YMR228W	MTF1	0.026670
YMR229C	RRP5	
YMR230W	RPS10B	
YMR230W-A		
YMR231W	PEP5	
YMR232W	FUS2	0.030518
YMR233W		0.026562
YMR234W	RNH1	0.027862
YMR235C	RNA1	0.073287
YMR236W	TAF9	0.080020
YMR237W	BCH1	
YMR238W	DFG5	0.081259
YMR239C	RNT1	0.177871
YMR240C	CUS1	0.066224
YMR241W	YHM2	0.176020
YMR242C	RPL20A	0.088521
YMR242W-A		
YMR243C	ZRC1	0.061529
YMR244C-A		0.101873
YMR244W		0.035663
YMR245W		0.045866
YMR246W	FAA4	0.444135
YMR247C		
YMR247W-A		
YMR250W	GAD1	0.007701
YMR251W	GTO3	
YMR251W-A	HOR7	
YMR252C		0.077781
YMR253C		0.087767
YMR254C		0.016988
YMR255W	GFD1	0.165180
YMR256C	COX7	
YMR257C	PET111	0.021279
YMR258C		0.069089
YMR259C		0.063039
YMR260C	TIF11	0.265890
YMR261C	TPS3	0.082325
YMR262W		0.015760
YMR263W	SAP30	0.073207
YMR264W	CUE1	0.060063
YMR265C		0.015966
YMR266W		0.022577
YMR267W	PPA2	0.045127
YMR268C	PRP24	0.030705
YMR269W		0.126973
YMR270C	RRN9	0.035207
YMR271C	URA10	0.066538
YMR272C	SCS7	0.129369
YMR272W-A		
YMR272W-B		
YMR273C	ZDS1	0.069645
YMR274C	RCE1	0.012853
YMR275C	BUL1	0.021046
YMR276W	DSK2	0.064197
YMR277W	FCP1	
YMR278W		0.038539
YMR279C		
YMR280C	CAT8	0.067551
YMR281W	GPI12	
YMR282C	AEP2	0.021737
YMR283C	RIT1	0.030362
YMR284W	YKU70	0.008654
YMR285C	NGL2	0.072602
YMR286W	MRPL33	0.047298
YMR287C	MSU1	0.015490
YMR288W	HSH155	0.045221
YMR289W		0.035049
YMR290C	HAS1	0.078142
YMR290W-A		
YMR291W		
YMR292W	GOT1	0.026617
YMR293C		0.021447
YMR294W	JNM1	0.074570
YMR294W-A		0.082592
YMR295C		0.174083
YMR296C	LCB1	
YMR297W	PRC1	
YMR298W	LIP1	0.046980
YMR299C	DYN3	
YMR300C	ADE4	0.052664
YMR301C	ATM1	0.065481
YMR302C	YME2	
YMR303C	ADH2	
YMR304C-A		
YMR304W	UBP15	0.048844
YMR305C	SCW10	0.128487
YMR306C-A		
YMR306W	FKS3	0.120758
YMR307C-A		
YMR307W	GAS1	0.047132
YMR308C	PSE1	0.077996
YMR309C	NIP1	0.060716
YMR310C		0.038560
YMR311C	GLC8	0.088215
YMR312W	ELP6	0.030467
YMR313C	TGL3	0.033025
YMR314W	PRE5	0.059886
YMR315W		0.085734
YMR315W-A		
YMR316C-A		
YMR316C-B		0.021117
YMR316W	DIA1	
YMR317W		0.014688
YMR318C	ADH6	0.381497
YMR319C	FET4	0.453477
YMR320W		
YMR321C		0.074755
YMR322C	SNO4	0.012505
YMR323W	ERR3	0.036890
YMR324C		
YMR325W		
YMR326C		
YNL001W	DOM34	0.111040
YNL002C	RLP7	0.387051
YNL003C	PET8	0.056406
YNL004W	HRB1	0.043645
YNL005C	MRP7	0.053406
YNL006W	LST8	0.050176
YNL007C	SIS1	0.194882
YNL008C	ASI3	0.045200
YNL009W	IDP3	0.060492
YNL010W		0.042035
YNL011C		0.020789
YNL012W	SPO1	0.013205
YNL013C		0.027664
YNL014W	HEF3	0.032671
YNL015W	PBI2	0.102704
YNL016W	PUB1	0.031111
YNL017C		
YNL018C		0.043222
YNL019C		0.021198
YNL020C	ARK1	
YNL021W	HDA1	0.040364
YNL022C		
YNL023C	FAP1	0.047663
YNL024C		0.073321
YNL024C-A		
YNL025C	SSN8	0.016681
YNL026W	SAM50	0.046899
YNL027W	CRZ1	0.033882
YNL028W		0.008800
YNL029C	KTR5	0.016681
YNL030W	HHF2	0.528017
YNL031C	HHT2	0.388785
YNL032W	SIW14	0.169972
YNL033W		0.023443
YNL034W		0.049363
YNL035C		0.026926
YNL036W	NCE103	0.054344
YNL037C	IDH1	0.175332
YNL038W	GPI15	0.070427
YNL039W	BDP1	0.048168
YNL040W		0.033872
YNL041C	COG6	0.067065
YNL042W	BOP3	0.082885
YNL042W-B		
YNL043C		0.060850
YNL044W	YIP3	0.047467
YNL045W		0.018266
YNL046W		0.087450
YNL047C	SLM2	0.027156
YNL048W	ALG11	0.026394
YNL049C	SFB2	0.023591
YNL050C		0.110552
YNL051W	COG5	
YNL052W	COX5A	0.089553
YNL053W	MSG5	0.170245
YNL054W	VAC7	0.093063
YNL055C	POR1	0.081592
YNL056W	OCA2	0.173383
YNL057W		0.047325
YNL058C		0.058904
YNL059C	ARP5	0.036023
YNL061W	NOP2	0.123435
YNL062C	GCD10	0.263913
YNL063W	MTQ1	0.044289
YNL064C	YDJ1	0.049483
YNL065W	AQR1	
YNL066W	SUN4	0.073299
YNL067W	RPL9B	0.373621
YNL067W-A		
YNL067W-B		
YNL068C	FKH2	0.056567
YNL069C	RPL16B	0.251384
YNL070W	TOM7	
YNL071W	LAT1	0.113578
YNL072W	RNH201	0.031862
YNL073W	MSK1	0.020861
YNL074C	MLF3	
YNL075W	IMP4	0.153985
YNL076W	MKS1	0.059755
YNL077W	APJ1	0.043493
YNL078W	NIS1	0.090801
YNL079C	TPM1	0.167419
YNL080C		0.026433
YNL081C	SWS2	0.050927
YNL082W	PMS1	0.040102
YNL083W	SAL1	0.021077
YNL084C	END3	0.042316
YNL085W	MKT1	0.048017
YNL086W		0.058475
YNL087W	TCB2	0.083838
YNL088W	TOP2	0.156347
YNL089C		0.036588
YNL090W	RHO2	0.035554
YNL091W	NST1	0.074788
YNL092W		0.013006
YNL093W	YPT53	
YNL094W	APP1	0.048075
YNL095C		0.035162
YNL096C	RPS7B	0.068008
YNL097C	PHO23	0.061854
YNL097C-B		
YNL097W-A		
YNL098C	RAS2	0.085332
YNL099C	OCA1	0.034769
YNL100W		0.041524
YNL101W	AVT4	
YNL102W	POL1	0.045393
YNL103W	MET4	0.091966
YNL103W-A		
YNL104C	LEU4	0.104820
YNL105W		0.025039
YNL106C	INP52	0.015022
YNL107W	YAF9	
YNL108C		0.028496
YNL109W		0.046661
YNL110C	NOP15	0.752149
YNL111C	CYB5	0.252716
YNL112W	DBP2	0.596037
YNL113W	RPC19	
YNL114C		
YNL115C		0.030922
YNL116W	DMA2	0.035436
YNL117W	MLS1	0.021276
YNL118C	DCP2	0.104884
YNL119W	NCS2	0.039491
YNL120C		0.041238
YNL121C	TOM70	0.042700
YNL122C		0.100562
YNL123W	NMA111	0.159019
YNL124W	NAF1	0.198444
YNL125C	ESBP6	0.043845
YNL126W	SPC98	0.039400
YNL127W	FAR11	0.044507
YNL128W	TEP1	0.314671
YNL129W	NRK1	0.025726
YNL130C	CPT1	0.041763
YNL130C-A		
YNL131W	TOM22	0.081375
YNL132W	KRE33	0.195505
YNL133C	FYV6	0.039395
YNL134C		0.163149
YNL135C	FPR1	0.045929
YNL136W	EAF7	0.056263
YNL137C	NAM9	0.038016
YNL138W	SRV2	0.077231
YNL138W-A	YSF3	
YNL139C	RLR1	
YNL140C		0.083940
YNL141W	AAH1	0.106287
YNL142W	MEP2	0.043973
YNL143C		0.035862
YNL144C		0.101570
YNL144W-A		
YNL145W	MFA2	0.722483
YNL146C-A		
YNL146W		
YNL147W	LSM7	0.098689
YNL148C	ALF1	0.109387
YNL149C	PGA2	0.281810
YNL150W		0.175065
YNL151C	RPC31	0.107508
YNL152W		0.038772
YNL153C	GIM3	0.043938
YNL154C	YCK2	0.066713
YNL155W		0.041608
YNL156C	NSG2	0.142666
YNL157W		0.113021
YNL158W	PGA1	0.043697
YNL159C	ASI2	0.026989
YNL160W	YGP1	0.756221
YNL161W	CBK1	0.068140
YNL162W	RPL42A	0.524247
YNL162W-A		
YNL163C	RIA1	0.096878
YNL164C	IBD2	0.077676
YNL165W		0.146492
YNL166C	BNI5	0.064397
YNL167C	SKO1	0.041758
YNL168C		0.032771
YNL169C	PSD1	0.016171
YNL170W		0.041237
YNL171C		0.062901
YNL172W	APC1	
YNL173C	MDG1	0.052582
YNL174W		0.083845
YNL175C	NOP13	0.011334
YNL176C		0.040366
YNL177C	MRPL22	0.084546
YNL178W	RPS3	0.164320
YNL179C		0.036375
YNL180C	RHO5	0.124158
YNL181W		0.030685
YNL182C	IPI3	
YNL183C	NPR1	0.030384
YNL184C		0.011582
YNL185C	MRPL19	0.054268
YNL186W	UBP10	0.123870
YNL187W		0.064638
YNL188W	KAR1	0.065601
YNL189W	SRP1	0.055049
YNL190W		0.180326
YNL191W		0.073981
YNL192W	CHS1	0.135777
YNL193W		0.020649
YNL194C		0.064159
YNL195C		0.015772
YNL196C		0.018009
YNL197C	WHI3	0.053681
YNL198C		
